Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
13628803,Wściekłość i wrzask,William Faulkner,"Faulkner, William",,"=""8371208871""","=""""",0,3.86,REBIS,,335,,1929,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1080), 235-książek-stulecia (#167)",to-read,,,,0,,,0,,,,,
17887141,Lunatycy,Hermann Broch,"Broch, Hermann",Sławomir Błaut,"=""8373841970""","=""""",0,4.08,Wydawnictwo Dolnośląskie,,597,2005,1932,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1079), 235-książek-stulecia (#165)",to-read,,,,0,,,0,,,,,
1878026,Mistrz i Małgorzata,Mikhail Bulgakov,"Bulgakov, Mikhail",Michaił Bułhakow,"=""8374952288""","=""9788374952286""",0,4.29,Muza,Paperback,541,2007,1967,,2020/04/23,235-książek-stulecia,235-książek-stulecia (#164),read,,,,0,,,0,,,,,
10384752,Ulisse,James Joyce,"Joyce, James","Giulio De Angelis, Richard Ellmann, Hans Walter Gabler","=""8804343753""","=""9788804343752""",0,3.73,Mondadori,Paperback,741,1991,1922,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1077), 235-książek-stulecia (#162)",to-read,,,,0,,,0,,,,,
18689026,Dom nad rzeką Moskwą,Yury Trifonov,"Trifonov, Yury","Jurij Trifonow, Ziemowit Fedecki","=""""","=""""",0,4.01,"Spółdzielnia Wydawnicza ""Czytelnik""",Paperback,192,1979,1976,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1076), 235-książek-stulecia (#161)",to-read,,,,0,,,0,,,,,
2308165,Biały Kruk,Andrzej Stasiuk,"Stasiuk, Andrzej",,"=""8387021210""","=""9788387021214""",0,3.60,W.A.B.,Paperback,272,1999,1995,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1075), 235-książek-stulecia (#160)",to-read,,,,0,,,0,,,,,
8602555,Samotność długodystansowca,Alan Sillitoe,"Sillitoe, Alan",Maria Skibniewska,"=""""","=""""",0,3.80,Książka i Wiedza,Paperback,126,1982,1959,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1074), 235-książek-stulecia (#159)",to-read,,,,0,,,0,,,,,
43945,Portnoy's Complaint,Philip Roth,"Roth, Philip",,"=""0099399016""","=""9780099399018""",0,3.70,Vintage,Paperback,274,1995,1969,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1073), 235-książek-stulecia (#158)",to-read,,,,0,,,0,,,,,
7592650,Rzeczy,Georges Perec,"Perec, Georges",Anna Tatarkiewicz,"=""8305110729""","=""""",0,3.80,Książka i Wiedza,Paperback,143,1982,1965,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1072), 235-książek-stulecia (#157)",to-read,,,,0,,,0,,,,,
6121920,Pod mocnym aniołem,Jerzy Pilch,"Pilch, Jerzy",,"=""8308030726""","=""9788308030721""",0,3.66,Wydawnictwo Literackie,Paperback,262,2000,2000,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1071), 235-książek-stulecia (#156)",to-read,,,,0,,,0,,,,,
51972561,"Mersi, czyli przypadki Szypowa",Bulat Okudzhava,"Okudzhava, Bulat",Witold Dąbrowski,"=""8306004431""","=""""",0,3.67,Państwowy Instytut Wydawniczy,Paperback,256,1986,1971,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1070), 235-książek-stulecia (#155)",to-read,,,,0,,,0,,,,,
1918276,Gnój,Wojciech Kuczok,"Kuczok, Wojciech",,"=""8389291355""","=""9788389291356""",0,3.78,Wydawnictwo W.A.B,Hardcover,212,2003,2003,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1069), 235-książek-stulecia (#154)",to-read,,,,0,,,0,,,,,
1241641,The Arrangement,Elia Kazan,"Kazan, Elia",,"=""0812810147""","=""9780812810141""",0,3.86,Stein and Day,Hardcover,544,1967,1967,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1068), 235-książek-stulecia (#153)",to-read,,,,0,,,0,,,,,
18195345,Strach przed lataniem,Erica Jong,"Jong, Erica",,"=""8385179046""","=""""",0,3.46,Litera,Paperback,254,,1973,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1067), 235-książek-stulecia (#152)",to-read,,,,0,,,0,,,,,
4389486,Stąd do wieczności,James  Jones,"Jones, James",,"=""8389651831""","=""""",0,4.09,Mediasat Poland,hardcover,704,2004,1951,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1066), 235-książek-stulecia (#151)",to-read,,,,0,,,0,,,,,
8147071,Hipisi W Poszukiwaniu Ziemi Obiecanej,Kazimierz Jankowski,"Jankowski, Kazimierz",,"=""8388875531""","=""9788388875533""",0,3.60,Wydawn. Jacek Santorski &amp; Co,Paperback,239,2003,2003,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1065), 235-książek-stulecia (#150)",to-read,,,,0,,,0,,,,,
42975389,Nauki Don Juana,Carlos Castaneda,"Castaneda, Carlos",Adam Szostkiewicz,"=""""","=""9788379981182""",0,3.93,Vis-à-vis Etiuda,Paperback,256,2016,1968,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1064), 235-książek-stulecia (#149)",to-read,,,,0,,,0,,,,,
17228827,Bakunowy faktor,John Barth,"Barth, John",Sławomir Magala,"=""8307000459""","=""""",0,4.09,Czytelnik,,,1980,1960,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1063), 235-książek-stulecia (#148)",to-read,,,,0,,,0,,,,,
11132887,Rekreacje,Yuri Andrukhovych,"Andrukhovych, Yuri",,"=""8388612824""","=""""",0,3.81,Świat Literacki,,112,2005,1992,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1062), 235-książek-stulecia (#147)",to-read,,,,0,,,0,,,,,
1607956,Z zimną krwią,Truman Capote,"Capote, Truman",Krzysztof Filip Rudolf,"=""8373017399""","=""""",0,4.06,Rebis,Paperback,428,2005,1965,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1061), 235-książek-stulecia (#146)",to-read,,,,0,,,0,,,,,
20868566,Nagi lunch,William S. Burroughs,"Burroughs, William S.","J.G. Ballard, Edward Arden","=""""","=""9788378580201""",0,3.46,Vis-a-Vis Etiuda,Paperback,286,2012,1959,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1060), 235-książek-stulecia (#145)",to-read,,,,0,,,0,,,,,
2914763,Malowany ptak,Jerzy Kosiński,"Kosiński, Jerzy",,"=""8307019591""","=""9788307019598""",0,3.92,Czytelnik,Paperback,251,1990,1965,,2019/07/04,"to-read, 235-książek-stulecia","to-read (#548), 235-książek-stulecia (#144)",to-read,,,,0,,,0,,,,,
26367508,"Gnom, Caryca, Szmaciak",Janusz Szpotański,"Szpotański, Janusz",,"=""""","=""9788375653250""",0,4.67,LTW,,252,2014,2014,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1059), 235-książek-stulecia (#143)",to-read,,,,0,,,0,,,,,
3259011,W drodze,Jack Kerouac,"Kerouac, Jack",Anna Kołyszko,"=""8374140828""","=""9788374140829""",0,3.62,Wydawnictwo W.A.B.,Paperback,406,2007,1955,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1058), 235-książek-stulecia (#142)",to-read,,,,0,,,0,,,,,
3662311,Świat według Garpa,John Irving,"Irving, John",Zofia Uhrynowska-Hanasz,"=""8307024501""","=""9788307024509""",0,4.09,Czytelnik,Paperback,469,1994,1978,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1057), 235-książek-stulecia (#141)",to-read,,,,0,,,0,,,,,
51840942,Ciemność w południe,Arthur Koestler,"Koestler, Arthur",Urszula Poprawska,"=""""","=""9788366272170""",0,4.05,Państwowy Instytut Wydawniczy,,216,2019,1940,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1056), 235-książek-stulecia (#140)",to-read,,,,0,,,0,,,,,
7466838,Wierność w stereo,Nick Hornby,"Hornby, Nick",Jędrzej Polak,"=""8371501056""","=""""",0,3.93,Zysk i S-ka,Paperback,240,1996,1995,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1055), 235-książek-stulecia (#139)",to-read,,,,0,,,0,,,,,
36453574,Rzecz listopadowa,Ernest Bryll,"Bryll, Ernest",,"=""""","=""""",0,4.00,,,,,,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1054), 235-książek-stulecia (#138)",to-read,,,,0,,,0,,,,,
4389127,Imię róży,Umberto Eco,"Eco, Umberto",Adam Szymanowski,"=""8389651505""","=""""",0,4.13,Gazeta Wyborcza,Hardcover,535,2004,1980,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1053), 235-książek-stulecia (#137)",to-read,,,,0,,,0,,,,,
1812673,Alchemik,Paulo Coelho,"Coelho, Paulo","Barbara Stępień, Andrzej Kowalski","=""8390423022""","=""9788390423029""",0,3.88,Drzewo Babel,Paperback,208,1998,1988,,2020/04/23,235-książek-stulecia,235-książek-stulecia (#136),read,,,,0,,,0,,,,,
14076334,Raport o stanie wojennym. Notatki z codzienności,Marek Nowakowski,"Nowakowski, Marek",,"=""""","=""9788311116757""",0,3.79,Bellona,Hardcover,400,2009,1982,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1052), 235-książek-stulecia (#135)",to-read,,,,0,,,0,,,,,
1946271,Szklany klosz,Sylvia Plath,"Plath, Sylvia",Mira Michałowska,"=""8386530693""","=""9788386530694""",0,4.01,Zysk i S-ka,Paperback,256,1995,1963,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1051), 235-książek-stulecia (#134)",to-read,,,,0,,,0,,,,,
9513481,Cudowna melina,Kazimierz Orłoś,"Orłoś, Kazimierz",,"=""832071236X""","=""""",0,3.67,Iskry,Paperback,179,1989,1973,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1050), 235-książek-stulecia (#133)",to-read,,,,0,,,0,,,,,
4460026,Buszujący w zbożu,J.D. Salinger,"Salinger, J.D.",Maria Skibniewska,"=""8320715369""","=""9788320715361""",0,3.81,Iskry,Hardcover,256,1991,1951,,2020/04/23,235-książek-stulecia,235-książek-stulecia (#132),read,,,,0,,,0,,,,,
664239,Wojna polsko-ruska pod flagą biało-czerwoną,Dorota Masłowska,"Masłowska, Dorota",,"=""8386735872""","=""9788386735877""",0,3.30,Lampa i Iskra Boża,Paperback,206,2003,2002,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1049), 235-książek-stulecia (#131)",to-read,,,,0,,,0,,,,,
2747208,Siekierezada,Edward Stachura,"Stachura, Edward",,"=""838749898X""","=""9788387498986""",0,3.96, C&T,Hardcover,163,2002,1971,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1048), 235-książek-stulecia (#130)",to-read,,,,0,,,0,,,,,
1796198,Popiół i diament,Jerzy Andrzejewski,"Andrzejewski, Jerzy",,"=""8373274626""","=""""",0,3.67,Greg,Hardcover,256,2007,1948,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1047), 235-książek-stulecia (#129)",to-read,,,,0,,,0,,,,,
6582417,Pierwszy krok w chmurach,Marek Hłasko,"Hłasko, Marek",,"=""8389278324""","=""""",0,4.08,Elf,,221,2003,1956,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1046), 235-książek-stulecia (#128)",to-read,,,,0,,,0,,,,,
21638871,W Polsce,Tadeusz Korzeniewski,"Korzeniewski, Tadeusz",,"=""""","=""9781476034706""",0,4.00,Smashwords Edition,ebook,,2012,2012,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1045), 235-książek-stulecia (#127)",to-read,,,,0,,,0,,,,,
1876696,Medaliony,Zofia Nałkowska,"Nałkowska, Zofia",,"=""8372545774""","=""""",5,3.92,Siedmioróg,Hardcover,64,2004,1946,,2020/04/23,235-książek-stulecia,235-książek-stulecia (#126),read,,,,0,,,0,,,,,
12885495,"A jak królem, a jak katem bedziesz",Tadeusz Nowak,"Nowak, Tadeusz",,"=""830602446X""","=""9788306024463""",0,3.82,PIW,,277,1995,1995,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1044), 235-książek-stulecia (#125)",to-read,,,,0,,,0,,,,,
13488610,Tylko Beatrycze,Teodor Parnicki,"Parnicki, Teodor",,"=""8304045877""","=""""",0,4.00,Zakład Narodowy i. Ossolińskich,Hardcover,427,2001,1962,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1043), 235-książek-stulecia (#124)",to-read,,,,0,,,0,,,,,
6132080,Niskie Łąki,Piotr Siemion,"Siemion, Piotr",,"=""8388221132""","=""""",0,3.11,WAB,Hardcover,320,2000,2000,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1042), 235-książek-stulecia (#123)",to-read,,,,0,,,0,,,,,
5066704,Polska jesień,Jan Józef Szczepański,"Szczepański, Jan Józef",,"=""8306026705""","=""9788306026702""",0,3.58,Państwowy Instytut Wydawniczy,Hardcover,330,1998,1955,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1041), 235-książek-stulecia (#122)",to-read,,,,0,,,0,,,,,
537619,"Dom dzienny, dom nocny",Olga Tokarczuk,"Tokarczuk, Olga",,"=""8308040071""","=""9788308040072""",0,4.09,Wydawnictwo Literackie,Hardcover,390,2009,1998,,2018/03/10,"to-read, owned, woblink, 235-książek-stulecia","to-read (#159), owned (#86), woblink (#67), 235-książek-stulecia (#121)",to-read,,,,0,,,0,,,,,
12211129,Koń Pana Boga,Wilhelm Dichter,"Dichter, Wilhelm",Stanisław Barańczak,"=""8370065880""","=""9788370065881""",0,4.08,Znak,Paperback,240,1999,1996,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1040), 235-książek-stulecia (#120)",to-read,,,,0,,,0,,,,,
4860162,Wariacje pocztowe,Kazimierz Brandys,"Brandys, Kazimierz",,"=""0906601649""","=""9780906601648""",0,4.00,Aneks,Paperback,155,1989,1972,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1039), 235-książek-stulecia (#119)",to-read,,,,0,,,0,,,,,
1946294,Esther,Stefan Chwin,"Chwin, Stefan",,"=""8391161730""","=""""",0,3.49,TYTUŁ,,349,1999,1999,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1038), 235-książek-stulecia (#118)",to-read,,,,0,,,0,,,,,
6401840,Wyrok Na Franciszka Kłosa: Wraz Z Albumem Fotosów Z Filmu Andrzeja Wajdy,Stanisław Rembek,"Rembek, Stanisław",,"=""8385571191""","=""9788385571193""",0,4.20,Oficyna Wydawnicza Agawa,,174,2000,1947,,2020/04/23,"to-read, 235-książek-stulecia","to-read (#1037), 235-książek-stulecia (#117)",to-read,,,,0,,,0,,,,,
36541735,Zapach mężczyzny,Agneta Pleijel,"Pleijel, Agneta",Justyna Czechowska,"=""8365271575""","=""9788365271570""",0,3.94,Karakter,Paperback,304,2017,2017,,2020/04/22,to-read,to-read (#1036),to-read,,,,0,,,0,,,,,
50334651,Życie Sus,Jonas T. Bengtsson,"Bengtsson, Jonas T.",Iwona Zimnicka,"=""""","=""9788366517189""",0,3.50,Wydawnictwo Poznańskie,Hardcover,216,2020,2017,,2020/04/22,to-read,to-read (#1035),to-read,,,,0,,,0,,,,,
15829414,"Nazo poeta (Trylogia rzymska, #2)",Jacek Bocheński,"Bocheński, Jacek",,"=""8307027012""","=""9788307027012""",0,3.17,Czytelnik,Hardcover,298,1999,1969,,2020/04/20,"to-read, 235-książek-stulecia","to-read (#1034), 235-książek-stulecia (#116)",to-read,,,,0,,,0,,,,,
1433958,The Edge Of The World,Janusz Anderman,"Anderman, Janusz",,"=""0930523504""","=""9780930523503""",0,3.62,Readers International,Paperback,100,1988,1988,,2020/04/20,"to-read, 235-książek-stulecia","to-read (#1033), 235-książek-stulecia (#115)",to-read,,,,0,,,0,,,,,
2670022,Weiser Dawidek,Paweł Huelle,"Huelle, Paweł",,"=""8324006680""","=""""",0,3.84,Znak,,270,2006,1987,,2020/04/20,"to-read, 235-książek-stulecia","to-read (#1032), 235-książek-stulecia (#114)",to-read,,,,0,,,0,,,,,
15432855,Dziennik pisany nocą (1971-1972),Gustaw Herling-Grudziński,"Herling-Grudziński, Gustaw",,"=""8307024587""","=""9788307024585""",0,3.98,Czytelnik,Hardcover,270,,1973,,2020/04/20,"to-read, 235-książek-stulecia","to-read (#1031), 235-książek-stulecia (#113)",to-read,,,,0,,,0,,,,,
13243246,Antygona w Nowym Jorku,Janusz Głowacki,"Głowacki, Janusz",,"=""8360446737""","=""9788360446737""",0,3.57,Elipsa,Hardcover,100,1992,1992,,2020/04/20,"to-read, 235-książek-stulecia","to-read (#1030), 235-książek-stulecia (#112)",to-read,,,,0,,,0,,,,,
899552,"Drohobycz, Drohobycz and Other Stories: True Tales from the Holocaust and Life After",Henryk Grynberg,"Grynberg, Henryk","Theodosia Robertson, Alicia Nitecki","=""0142001651""","=""9780142001653""",0,3.82,Penguin Books,Paperback,272,2002,1997,,2020/04/20,"to-read, 235-książek-stulecia","to-read (#1029), 235-książek-stulecia (#111)",to-read,,,,0,,,0,,,,,
2112616,Panna Nikt,Tomek Tryzna,"Tryzna, Tomek",,"=""8390024578""","=""9788390024578""",0,3.59,,Paperback,459,,1994,,2020/04/20,"to-read, 235-książek-stulecia","to-read (#1028), 235-książek-stulecia (#110)",to-read,,,,0,,,0,,,,,
8062188,Obłęd,Jerzy Krzysztoń,"Krzysztoń, Jerzy",,"=""837391899X""","=""""",0,4.23,Świat Książki,Hardcover,944,2005,1980,,2020/04/20,"to-read, 235-książek-stulecia","to-read (#1027), 235-książek-stulecia (#109)",to-read,,,,0,,,0,,,,,
51228989,Polska przydrożna,Piotr Marecki,"Marecki, Piotr",,"=""""","=""9788380499980""",0,2.62,Czarne,Paperback,200,2020,2020,,2020/04/17,to-read,to-read (#1026),to-read,,,,0,,,0,,,,,
3578235,Miazga,Jerzy Andrzejewski,"Andrzejewski, Jerzy",,"=""0902352180""","=""9780902352186""",0,3.66,Polonia Book Fund,Hardcover,407,1981,1979,,2020/04/17,"to-read, 235-książek-stulecia","to-read (#1025), 235-książek-stulecia (#108)",to-read,,,,0,,,0,,,,,
6519054,Kartoteka,Tadeusz Różewicz,"Różewicz, Tadeusz",,"=""""","=""9788370234669""",0,3.74,Wydawnictwo Dolnośląskie,,92,2002,1960,,2020/04/17,"to-read, 235-książek-stulecia","to-read (#1024), 235-książek-stulecia (#107)",to-read,,,,0,,,0,,,,,
5978790,Konopielka,Edward Redliński,"Redliński, Edward",,"=""8374698454""","=""9788374698450""",0,3.97,Prószyński i S-ka,Paperback,184,2008,1973,,2020/04/17,"235-książek-stulecia, to-read","235-książek-stulecia (#106), to-read (#1023)",to-read,,,,0,,,0,,,,,
24861,Demian: Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,"Hesse, Hermann",Thomas Mann,"=""3518367064""","=""9783518367063""",0,4.13,Suhrkamp Verlag,Paperback,194,1996,1919,,2020/04/17,to-read,to-read (#1022),to-read,,,,0,,,0,,,,,
45437504,Z odwagą w nieznane. Jak znaleźć poczucie przynależności bez utraty siebie,Brené Brown,"Brown, Brené",Magda Witkowska,"=""8380875230""","=""9788380875234""",0,4.14,Wydawnictwo Laurum,Paperback,235,2018,2017,,2020/04/17,to-read,to-read (#1021),to-read,,,,0,,,0,,,,,
50004984,Strup. Hiszpania rozdrapuje rany,Katarzyna Kobylarczyk,"Kobylarczyk, Katarzyna",,"=""8380499352""","=""9788380499355""",0,4.17,Czarne,Paperback,280,2019,2019,,2020/04/16,to-read,to-read (#1019),to-read,,,,0,,,0,,,,,
6476594,Pamiętnik z Powstania Warszawskiego,Miron Białoszewski,"Białoszewski, Miron",,"=""""","=""9788306031270""",0,3.80,Państwowy Instytut Wydawniczy,,244,2007,1967,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#1018), 235-książek-stulecia (#105)",to-read,,,,0,,,0,,,,,
18400467,Niekochana ; Narzeczony Beaty ; Czysty nurt,Adolf Rudnicki,"Rudnicki, Adolf",,"=""""","=""""",0,3.50,Iskry,,70,1985,1985,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#1017), 235-książek-stulecia (#104)",to-read,,,,0,,,0,,,,,
6390132,Kamień na kamieniu,Wiesław Myśliwski,"Myśliwski, Wiesław",,"=""8324009183""","=""9788324009183""",0,4.42,Społeczny Instytut Wydawniczy Znak,Hardcover,528,2008,1984,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#1016), 235-książek-stulecia (#103)",to-read,,,,0,,,0,,,,,
1176129,Cesarz,Ryszard Kapuściński,"Kapuściński, Ryszard",,"=""8307001560""","=""9788307001562""",0,4.11,Czytelnik,Hardcover,152,1980,1978,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#1015), 235-książek-stulecia (#102)",to-read,,,,0,,,0,,,,,
203023,Tango,Sławomir Mrożek,"Mrożek, Sławomir",,"=""""","=""9788373922846""",0,3.93,Noir Sur Blanc,Paperback,208,2011,1968,,2020/04/16,235-książek-stulecia,235-książek-stulecia (#100),read,,,,0,,,0,,,,,
7570990,"Zasypie wszystko, zawieje...",Włodzimierz Odojewski,"Odojewski, Włodzimierz",,"=""8306024567""","=""9788306024562""",0,4.39,Państwowy Instytut Wydawniczy,Paperback,,1995,1973,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#1014), 235-książek-stulecia (#99)",to-read,,,,0,,,0,,,,,
66918,Trans-Atlantyk,Witold Gombrowicz,"Gombrowicz, Witold","Nina Karsov, Carolyn French","=""0300065035""","=""9780300065039""",0,3.79,Yale University Press,Paperback,152,1995,1953,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#1013), 235-książek-stulecia (#98)",to-read,,,,0,,,0,,,,,
5965972,Mała apokalipsa,Tadeusz Konwicki,"Konwicki, Tadeusz",,"=""8370540554""","=""9788370540555""",0,3.87,Niezależna Oficyna Wydawnicza,Paperback,235,1996,1979,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#1012), 235-książek-stulecia (#97)",to-read,,,,0,,,0,,,,,
27736,Rhinocéros,Eugène Ionesco,"Ionesco, Eugène",,"=""2070368165""","=""""",0,3.88,Editions Gallimard,Paperback,246,1992,1959,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#1011), 235-książek-stulecia (#96)",to-read,,,,0,,,0,,,,,
18429733,Opowiadania,Jorge Luis Borges,"Borges, Jorge Luis","Zofia Chądzyńska, Andrzej Sobol-Jurczykowski, Kazimierz Piekarec, Kalina Wojciechowska, Stanisław Zembrzuski, Rajmund Kaliski","=""""","=""""",0,4.58,Wydawnictwo Literackie,Hardcover,392,1978,1998,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#1010), 235-książek-stulecia (#95)",to-read,,,,0,,,0,,,,,
4789637,Hańba,J.M. Coetzee,"Coetzee, J.M.",Michał Kłobukowski,"=""8324006869""","=""""",0,3.84,Znak,Paperback,268,2002,1999,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#1009), 235-książek-stulecia (#94)",to-read,,,,0,,,0,,,,,
8046994,Dziennik złodzieja,Jean Genet,"Genet, Jean",,"=""8373897887""","=""""",0,3.98,Zielona Sowa,Hardcover,224,2004,1949,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#1008), 235-książek-stulecia (#93)",to-read,,,,0,,,0,,,,,
6257239,O bohaterach i grobach,Ernesto Sabato,"Sabato, Ernesto",Heleny Czajki,"=""8324006427""","=""""",0,4.27,Znak,Paperback,480,2006,1961,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#1007), 235-książek-stulecia (#91)",to-read,,,,0,,,0,,,,,
577283,The Confessions of Nat Turner,William Styron,"Styron, William",,"=""0679736638""","=""9780679736639""",0,3.96,Vintage,Paperback,453,1992,1967,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#1006), 235-książek-stulecia (#90)",to-read,,,,0,,,0,,,,,
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",5,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,,2017/08/15,235-książek-stulecia,235-książek-stulecia (#89),read,,,,1,,,0,,,,,
6402779,Miasto ślepców,José Saramago,"Saramago, José",Zofia Stanisławska,"=""""","=""9788375102482""",5,4.14,Dom Wydawniczy Rebis,Hardcover,348,2009,1995,,2017/10/30,"owned, 235-książek-stulecia","owned (#29), 235-książek-stulecia (#87)",read,,,,1,,,0,,,,,
27433851,Dramaty: Muchy. Przy drzwiach zamkniętych. Ladacznica z zasadami. Niekrasow,Jean-Paul Sartre,"Sartre, Jean-Paul","Jerzy Lisowski, Jan Kott","=""""","=""""",0,4.17,Państwowy Instytut Wydawniczy ,Paperback,525,1956,,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#1005), 235-książek-stulecia (#86)",to-read,,,,0,,,0,,,,,
7456025,Życie instrukcja obsługi,Georges Perec,"Perec, Georges",Wawrzyniec Brzozowski,"=""""","=""9788361407294""",0,4.21,Korporacja Ha!art,Paperback,704,2009,1978,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#1004), 235-książek-stulecia (#85)",to-read,,,,0,,,0,,,,,
6670153,Opowieści kosmikomiczne,Italo Calvino,"Calvino, Italo",Barbara Sieroszewska,"=""""","=""""",0,4.20,Państwowy Instytut Wydawniczy,Hardcover,152,1968,1965,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#1003), 235-książek-stulecia (#84)",to-read,,,,0,,,0,,,,,
6369453,Bohater na ośle,Miodrag Bulatović,"Bulatović, Miodrag",,"=""8320714400""","=""""",0,3.79,Iskry,Paperback,445,1993,1970,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#1002), 235-książek-stulecia (#83)",to-read,,,,0,,,0,,,,,
7162060,Wizyta starszej pani ,Friedrich Dürrenmatt,"Dürrenmatt, Friedrich",,"=""8306017757""","=""""",0,3.87,Państwowy Instytut Wydawniczy,Paperback,102,1988,1956,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#1001), 235-książek-stulecia (#82)",to-read,,,,0,,,0,,,,,
12425072,Wymazywanie,Thomas Bernhard,"Bernhard, Thomas",Sława Lisiecka,"=""8374140666""","=""9788374140669""",0,4.29,W.A.B.,Hardcover,536,2004,1986,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#1000), 235-książek-stulecia (#81)",to-read,,,,0,,,0,,,,,
6551,Herzog,Saul Bellow,"Bellow, Saul",Philip Roth,"=""0142437298""","=""9780142437292""",0,3.77,Penguin Classics,Paperback,371,2003,1964,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#999), 235-książek-stulecia (#80)",to-read,,,,0,,,0,,,,,
51974708,Inny kraj,James Baldwin,"Baldwin, James",Tadeusz Jan Dehnel,"=""8372001243""","=""""",0,4.30,Muza,,514,1998,1962,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#998), 235-książek-stulecia (#79)",to-read,,,,0,,,0,,,,,
4389172,Sztukmistrz z Lublina,Isaac Bashevis Singer,"Singer, Isaac Bashevis",Krystyna Szerer,"=""8389651548""","=""9788389651549""",0,3.92,Gazeta Wyborcza,Hardcover,190,2004,1959,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#997), 235-książek-stulecia (#78)",to-read,,,,0,,,0,,,,,
18046123,Moskwa Pietuszki,Venedikt Erofeev,"Erofeev, Venedikt","Barbara Dohnalik, Sławomir Rogowski, Krzysztof Gawronkiewicz","=""8370340326""","=""""",0,4.05,Orbita Spółka z o. o.,Paperback,128,1991,1969,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#996), 235-książek-stulecia (#77)",to-read,,,,0,,,0,,,,,
